No errors
No warnings
512 ms
data source=metars
4668 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LSZS 280720Z VRB01KT 1400 SN OVC016 00/00 Q1001 R/SNOCLO RMK B,LSZS,2018-10-28T07:20:00Z,46.53,9.88,0.0,0.0,0,1,,0.87,29.557087,,,,,,,,,,SN SN,OVC,1600,,,,,,,LIFR,,,,,,,,,,,,METAR,1706.0
LSZR 280720Z AUTO 04011KT 9999 BKN017 04/02 Q1002,LSZR,2018-10-28T07:20:00Z,47.48,9.57,4.0,2.0,40,11,,6.21,29.586615,,,TRUE,,,,,,,,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,398.0
LSZG 280720Z 07012KT 9999 -RA BKN017 04/02 Q1002 NOSIG,LSZG,2018-10-28T07:20:00Z,47.17,7.42,4.0,2.0,70,12,,6.21,29.586615,,,,,,TRUE,,,,-RA,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,430.0
LSGS 280720Z 26003KT 210V290 8000 -RA SCT010 OVC040 06/04 Q0999,LSGS,2018-10-28T07:20:00Z,46.22,7.32,6.0,4.0,260,3,,4.97,29.498032,,,,,,,,,,-RA,SCT,1000,OVC,4000,,,,,MVFR,,,,,,,,,,,,METAR,481.0
LSGC 280720Z 06005KT 030V110 1500 SN VV009 M00/M01 Q1000,LSGC,2018-10-28T07:20:00Z,47.08,6.8,0.0,-1.0,60,5,,0.93,29.52756,,,,,,,,,,SN,OVX,0,,,,,,,LIFR,,,,,,,,,,,900,METAR,1027.0
EKKA 280720Z AUTO 36002KT 9999NDV FEW035/// M03/M03 Q1022,EKKA,2018-10-28T07:20:00Z,56.3,9.12,-3.0,-3.0,360,2,,,30.177166,,,TRUE,,,,,,,,FEW,3500,,,,,,,,,,,,,,,,,,,METAR,52.0
EKSP 280720Z 08001KT 9999 FEW032 M02/M03 Q1021,EKSP,2018-10-28T07:20:00Z,55.22,9.27,-2.0,-3.0,80,1,,6.21,30.147638,,,,,,,,,,,FEW,3200,,,,,,,VFR,,,,,,,,,,,,METAR,40.0
ESNX 280720Z AUTO 30005KT 9999 NCD M09/M10 Q1025,ESNX,2018-10-28T07:20:00Z,65.58,19.28,-9.0,-10.0,300,5,,6.21,30.265747,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,379.0
ENRO 280720Z 33003KT 9999 OVC033 M07/M07 Q1025,ENRO,2018-10-28T07:20:00Z,62.57,11.33,-7.0,-7.0,330,3,,6.21,30.265747,,,,,,,,,,,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,626.0
ESNL 280720Z AUTO 00000KT 9999 NCD M11/M13 Q1027,ESNL,2018-10-28T07:20:00Z,64.55,18.72,-11.0,-13.0,0,0,,6.21,30.324802,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,214.0
ESUT 280720Z AUTO 00000KT 0250 R33/0500N FZFG VV003 M13/M14 Q1026,ESUT,2018-10-28T07:20:00Z,65.8,15.08,-13.0,-14.0,0,0,,0.16,30.295275,,,TRUE,,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,METAR,463.0
KSLH 280720Z AUTO 00000KT 7SM UP SCT031 BKN039 OVC046 02/02 A2984 RMK AO2,KSLH,2018-10-28T07:20:00Z,45.65,-84.52,2.0,2.0,0,0,,7.0,29.840551,,,TRUE,TRUE,,,,,,UP,SCT,3100,BKN,3900,OVC,4600,,,VFR,,,,,,,,,,,,METAR,195.0
LATI 280720Z 17004KT 9999 FEW070 SCT140 20/14 Q1016 NOSIG,LATI,2018-10-28T07:20:00Z,41.42,19.72,20.0,14.0,170,4,,6.21,30.0,,,,,,TRUE,,,,,FEW,7000,SCT,14000,,,,,VFR,,,,,,,,,,,,METAR,90.0
KHBI 280720Z AUTO 21005KT 10SM CLR 06/06 A2993 RMK AO2 T00630060,KHBI,2018-10-28T07:20:00Z,35.65,-79.9,6.3,6.0,210,5,,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,205.0
KELM 280719Z AUTO 23005KT 8SM SCT004 BKN010 OVC024 04/03 A2967 RMK AO2 T00440033,KELM,2018-10-28T07:19:00Z,42.15,-76.9,4.4,3.3,230,5,,8.0,29.66929,,,TRUE,TRUE,,,,,,,SCT,400,BKN,1000,OVC,2400,,,MVFR,,,,,,,,,,,,METAR,302.0
KCEC 280719Z AUTO 24012KT 2 1/2SM RA BR FEW003 SCT009 OVC014 15/14 A3003 RMK AO2 P0013 T01500144 $,KCEC,2018-10-28T07:19:00Z,41.77,-124.22,15.0,14.4,240,12,,2.5,30.029528,,,TRUE,TRUE,TRUE,,,,,RA BR,FEW,300,SCT,900,OVC,1400,,,IFR,,,,,,0.13,,,,,,METAR,17.0
KCRP 280719Z 18004KT 8SM R13/2000V2400FT FEW000 FEW002 17/17 A3013 RMK AO2 VIS W-NW 1 1/2 PFRG FG FEW000 T01670167 $,KCRP,2018-10-28T07:19:00Z,27.77,-97.5,16.7,16.7,180,4,,8.0,30.129921,,,,TRUE,TRUE,,,,,,FEW,0,FEW,200,,,,,VFR,,,,,,,,,,,,METAR,14.0
KAAO 280719Z AUTO 25007KT 10SM CLR 16/09 A2992 RMK AO2 PK WND 32031/0700 WSHFT 0659 T01610094,KAAO,2018-10-28T07:19:00Z,37.75,-97.22,16.1,9.4,250,7,,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,434.0
KHRL 280719Z AUTO 14003KT 1/4SM FG VV001 15/14 A3012 RMK AO2 T01500144,KHRL,2018-10-28T07:19:00Z,26.23,-97.65,15.0,14.4,140,3,,0.25,30.121063,,,TRUE,TRUE,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,100,METAR,10.0
ETIH 280719Z AUTO 36004KT 5000 FZRA BR OVC007 01/01 A2977 RMK AO2 RAE02SNB02E18FZRAB18 SLP100 $,ETIH,2018-10-28T07:19:00Z,49.22,11.82,1.0,1.0,360,4,,3.11,29.769686,1010.0,,TRUE,TRUE,TRUE,,,,,FZRA BR,OVC,700,,,,,,,IFR,,,,,,,,,,,,SPECI,442.0
KDVP 280719Z AUTO 28016G22KT 10SM CLR 06/03 A2985 RMK AO2 T00600025,KDVP,2018-10-28T07:19:00Z,43.98,-95.78,6.0,2.5,280,16,22,10.0,29.84941,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,495.0
CYYB 280719Z AUTO 36008G16KT 320V070 2SM -SN OVC035 M01/M03 A2980 RMK VIS VRB 1 1/2-3 SLP108,CYYB,2018-10-28T07:19:00Z,46.35,-79.42,-1.0,-3.0,360,8,16,2.0,29.799213,1010.8,,TRUE,,,,,,,-SN,OVC,3500,,,,,,,IFR,,,,,,,,,,,,SPECI,371.0
CYTE 280719Z AUTO 14012KT 8SM -SN SCT012 OVC024 M04/M05 A3000 RMK SLP164,CYTE,2018-10-28T07:19:00Z,64.22,-76.52,-4.0,-5.0,140,12,,8.0,30.0,1016.4,,TRUE,,,,,,,-SN,SCT,1200,OVC,2400,,,,,MVFR,,,,,,,,,,,,METAR,47.0
CYQA 280719Z AUTO 32004KT 1 1/4SM -SN SCT005 BKN011 BKN016 OVC024 M00/M00 A2976 RMK ICG INTMT SLP090,CYQA,2018-10-28T07:19:00Z,44.97,-79.28,0.0,0.0,320,4,,1.25,29.760826,1009.0,,TRUE,,,,,,,-SN,SCT,500,BKN,1100,BKN,1600,OVC,2400,IFR,,,,,,,,,,,,SPECI,282.0
KTHV 280719Z AUTO 00000KT 10SM -RA BKN019 BKN050 OVC080 07/07 A2972 RMK AO2 P0001 T00720067,KTHV,2018-10-28T07:19:00Z,39.92,-76.88,7.2,6.7,0,0,,10.0,29.719488,,,TRUE,TRUE,,,,,,-RA,BKN,1900,BKN,5000,OVC,8000,,,MVFR,,,,,,0.01,,,,,,METAR,144.0
KHYR 280719Z AUTO 11006KT 4SM RA BR FEW008 BKN011 OVC036 06/06 A2962 RMK AO2 P0005 T00610061,KHYR,2018-10-28T07:19:00Z,46.02,-91.45,6.1,6.1,110,6,,4.0,29.619095,,,TRUE,TRUE,,,,,,RA BR,FEW,800,BKN,1100,OVC,3600,,,MVFR,,,,,,0.05,,,,,,METAR,370.0
KFIG 280719Z AUTO 28003KT 10SM -RA SCT011 SCT027 OVC036 03/02 A2971 RMK AO2 RAB07 P0000 T00330022,KFIG,2018-10-28T07:19:00Z,41.05,-78.42,3.3,2.2,280,3,,10.0,29.71063,,,TRUE,TRUE,,,,,,-RA,SCT,1100,SCT,2700,OVC,3600,,,VFR,,,,,,0.005,,,,,,METAR,462.0
KHUA 280718Z AUTO 00000KT 1 3/8SM BR CLR 06/06 A3005 RMK AO2 VIS 5/8V1 3/8 SLP177,KHUA,2018-10-28T07:18:00Z,34.68,-86.68,6.0,6.0,0,0,,1.38,30.050198,1017.7,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,209.0
KVBG 280718Z AUTO 14003KT 3/8SM R30/3000FT FG VV001 12/12 A3002 RMK AO2 SLP168 $,KVBG,2018-10-28T07:18:00Z,34.73,-120.58,12.0,12.0,140,3,,0.38,30.02067,1016.8,,TRUE,TRUE,TRUE,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,100,METAR,112.0
KBRD 280718Z AUTO 31012KT 8SM -RA OVC009 09/07 A2957 RMK AO2 RAB01 CIG 006V012 P0001 T00890067,KBRD,2018-10-28T07:18:00Z,46.4,-94.13,8.9,6.7,310,12,,8.0,29.568897,,,TRUE,TRUE,,,,,,-RA,OVC,900,,,,,,,IFR,,,,,,0.01,,,,,,METAR,372.0
KBML 280718Z AUTO 00000KT 5SM -RA BR FEW004 BKN018 OVC024 01/01 A2974 RMK AO2 P0000 T00110006,KBML,2018-10-28T07:18:00Z,44.58,-71.18,1.1,0.6,0,0,,5.0,29.740158,,,TRUE,TRUE,,,,,,-RA BR,FEW,400,BKN,1800,OVC,2400,,,MVFR,,,,,,0.005,,,,,,METAR,345.0
KACY 280718Z 26005KT 10SM SCT013 OVC085 09/08 A2973 RMK AO2 T00890078,KACY,2018-10-28T07:18:00Z,39.45,-74.57,8.9,7.8,260,5,,10.0,29.731298,,,,TRUE,,,,,,,SCT,1300,OVC,8500,,,,,VFR,,,,,,,,,,,,METAR,23.0
KSAW 280718Z AUTO 13005KT 10SM SCT008 BKN016 OVC037 03/02 A2979 RMK AO2 T00290015,KSAW,2018-10-28T07:18:00Z,46.35,-87.4,2.9,1.5,130,5,,10.0,29.790354,,,TRUE,TRUE,,,,,,,SCT,800,BKN,1600,OVC,3700,,,MVFR,,,,,,,,,,,,METAR,372.0
PATA 280718Z AUTO VRB03KT 2SM -SN BR FEW006 OVC022 M02/M03 A2972 RMK AO2 T10221028 TSNO,PATA,2018-10-28T07:18:00Z,65.17,-152.1,-2.2,-2.8,0,3,,2.0,29.719488,,,TRUE,TRUE,,,TRUE,,,-SN BR,FEW,600,OVC,2200,,,,,IFR,,,,,,,,,,,,METAR,67.0
CYXU 280718Z 02003KT 15SM BKN003 OVC015 01/01 A2978 RMK SF5SC3 SLP094,CYXU,2018-10-28T07:18:00Z,43.02,-81.15,1.0,1.0,20,3,,15.0,29.778543,1009.4,,,,,,,,,,BKN,300,OVC,1500,,,,,LIFR,,,,,,,,,,,,SPECI,278.0
CZSJ 280718Z AUTO VRB02KT 3SM BR OVC003 04/04 A2969 RMK SLP069,CZSJ,2018-10-28T07:18:00Z,53.07,-93.35,4.0,4.0,0,2,,3.0,29.68996,1006.9,,TRUE,,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,290.0
KJRB 280718Z AUTO 27007KT 8SM OVC006 08/08 A2969 RMK AO2,KJRB,2018-10-28T07:18:00Z,40.7,-74.02,8.0,8.0,270,7,,8.0,29.68996,,,TRUE,TRUE,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,7.0
CYPH 280718Z AUTO 21018G30KT 9SM -SN OVC020 M00/M03 A3013 RMK SLP207,CYPH,2018-10-28T07:18:00Z,58.45,-78.08,0.0,-3.0,210,18,30,9.0,30.129921,1020.7,,TRUE,,,,,,,-SN,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,SPECI,3.0
PFKT 280718Z AUTO 33004KT 3SM -SN BR FEW012 BKN035 OVC048 M05/M06 A3003 RMK AO2 SNB03 P0000 FZRANO,PFKT,2018-10-28T07:18:00Z,65.33,-166.47,-5.0,-6.0,330,4,,3.0,30.029528,,,TRUE,TRUE,,,,TRUE,,-SN BR,FEW,1200,BKN,3500,OVC,4800,,,MVFR,,,,,,0.005,,,,,,SPECI,9.0
PAPH 280718Z AUTO 01018KT 10SM FEW011 BKN017 OVC060 03/01 A2973 RMK AO2 UPE06 P0000,PAPH,2018-10-28T07:18:00Z,56.95,-158.62,3.0,1.0,10,18,,10.0,29.731298,,,TRUE,TRUE,,,,,,,FEW,1100,BKN,1700,OVC,6000,,,MVFR,,,,,,0.005,,,,,,METAR,29.0
CYIN 280718Z AUTO 13013KT 9SM -RA BKN006 OVC015 01/00 A2975 RMK PRESFR SLP096,CYIN,2018-10-28T07:18:00Z,51.27,-121.68,1.0,0.0,130,13,,9.0,29.749016,1009.6,,TRUE,,,,,,,-RA,BKN,600,OVC,1500,,,,,IFR,,,,,,,,,,,,SPECI,1128.0
CYYH 280718Z 06019KT 6SM BR DRSN SKC M15/M17 A2992 RMK FG1 OCNL BLSN SLP137,CYYH,2018-10-28T07:18:00Z,69.53,-93.57,-15.0,-17.0,60,19,,6.0,29.920275,1013.7,,,,,,,,,BR DRSN,SKC,,,,,,,,VFR,,,,,,,,,,,,SPECI,28.0
KTAN 280717Z AUTO VRB04KT 2 1/2SM -RA BR OVC005 09/09 A2964 RMK AO2 P0001 T00940089,KTAN,2018-10-28T07:17:00Z,41.88,-71.02,9.4,8.9,0,4,,2.5,29.639763,,,TRUE,TRUE,,,,,,-RA BR,OVC,500,,,,,,,IFR,,,,,,0.01,,,,,,METAR,7.0
KLSE 280717Z AUTO VRB05KT 7SM -RA BKN022 OVC032 08/06 A2964 RMK AO2 RAB00 P0001 T00830056,KLSE,2018-10-28T07:17:00Z,43.88,-91.25,8.3,5.6,0,5,,7.0,29.639763,,,TRUE,TRUE,,,,,,-RA,BKN,2200,OVC,3200,,,,,MVFR,,,,,,0.01,,,,,,METAR,199.0
KLNS 280717Z AUTO 28004KT 10SM SCT014 OVC075 07/06 A2971 RMK AO2 T00720061,KLNS,2018-10-28T07:17:00Z,40.12,-76.3,7.2,6.1,280,4,,10.0,29.71063,,,TRUE,TRUE,,,,,,,SCT,1400,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,125.0
KHWV 280717Z AUTO 26006KT 2 1/2SM -RA BR OVC005 10/09 A2967 RMK AO2 RAB0659 P0001 T01000089,KHWV,2018-10-28T07:17:00Z,40.82,-72.87,10.0,8.9,260,6,,2.5,29.66929,,,TRUE,TRUE,,,,,,-RA BR,OVC,500,,,,,,,IFR,,,,,,0.01,,,,,,METAR,21.0
KETH 280717Z AUTO 29013G19KT 10SM CLR 06/03 A2984 RMK AO2,KETH,2018-10-28T07:17:00Z,45.78,-96.55,6.0,3.0,290,13,19,10.0,29.840551,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,313.0
KCDW 280717Z AUTO 00000KT 4SM BR BKN006 OVC012 07/07 A2969 RMK AO2 T00670067,KCDW,2018-10-28T07:17:00Z,40.88,-74.28,6.7,6.7,0,0,,4.0,29.68996,,,TRUE,TRUE,,,,,,BR,BKN,600,OVC,1200,,,,,IFR,,,,,,,,,,,,METAR,64.0
PANN 280717Z AUTO 30006KT 10SM FEW006 BKN016 OVC026 01/00 A2964 RMK AO2 T00060000 TSNO $,PANN,2018-10-28T07:17:00Z,64.55,-149.08,0.6,0.0,300,6,,10.0,29.639763,,,TRUE,TRUE,TRUE,,TRUE,,,,FEW,600,BKN,1600,OVC,2600,,,MVFR,,,,,,,,,,,,METAR,110.0
KI69 280717Z AUTO 25006KT 10SM SCT060 OVC065 08/07 A2993 RMK AO2 T00770065,KI69,2018-10-28T07:17:00Z,39.08,-84.22,7.7,6.5,250,6,,10.0,29.929134,,,TRUE,TRUE,,,,,,,SCT,6000,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,255.0
KHAI 280717Z AUTO 00000KT 10SM OVC050 05/04 A2985 RMK AO2 T00530039,KHAI,2018-10-28T07:17:00Z,41.97,-85.6,5.3,3.9,0,0,,10.0,29.84941,,,TRUE,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,251.0
KSJX 280717Z AUTO 12004KT 10SM OVC018 04/01 A2984 RMK AO2 T00400013,KSJX,2018-10-28T07:17:00Z,45.7,-85.57,4.0,1.3,120,4,,10.0,29.840551,,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,204.0
KY63 280717Z AUTO 29015G24KT 10SM OVC008 05/05 A2979 RMK AO2 T00500045,KY63,2018-10-28T07:17:00Z,45.98,-96.0,5.0,4.5,290,15,24,10.0,29.790354,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,367.0
KPOV 280717Z AUTO 28012G17KT 5SM OVC005 06/05 A2977 RMK AO2 P0001 T00600050 PWINO,KPOV,2018-10-28T07:17:00Z,41.22,-81.25,6.0,5.0,280,12,17,5.0,29.769686,,,TRUE,TRUE,,,,,TRUE,,OVC,500,,,,,,,IFR,,,,,,0.01,,,,,,METAR,365.0
KMQJ 280717Z AUTO 00000KT 1 1/2SM VV007 03/03 A2991 RMK AO1,KMQJ,2018-10-28T07:17:00Z,39.85,-85.9,3.0,3.0,0,0,,1.5,29.911417,,,TRUE,TRUE,,,,,,,OVX,0,,,,,,,LIFR,,,,,,,,,,,700,METAR,263.0
KFFX 280717Z AUTO 13003KT 10SM SCT085 04/02 A2983 RMK AO2 T00440022,KFFX,2018-10-28T07:17:00Z,43.43,-86.0,4.4,2.2,130,3,,10.0,29.828741,,,TRUE,TRUE,,,,,,,SCT,8500,,,,,,,VFR,,,,,,,,,,,,METAR,236.0
KEKQ 280717Z AUTO 36007KT 270V030 3/4SM BR VV004 02/02 A3003 RMK AO2 RVRNO PNO $,KEKQ,2018-10-28T07:17:00Z,36.85,-84.85,2.0,2.0,360,7,,0.75,30.029528,,,TRUE,TRUE,TRUE,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,400,METAR,294.0
KDLZ 280717Z AUTO 26003KT 10SM OVC040 06/05 A2987 RMK AO2,KDLZ,2018-10-28T07:17:00Z,40.28,-83.12,6.0,5.0,260,3,,10.0,29.870079,,,TRUE,TRUE,,,,,,,OVC,4000,,,,,,,VFR,,,,,,,,,,,,METAR,289.0
KNY0 280717Z AUTO 00000KT 4SM OVC004 03/03 A2966 RMK AO2,KNY0,2018-10-28T07:17:00Z,42.98,-74.33,3.0,3.0,0,0,,4.0,29.660433,,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,271.0
KHZR 280717Z AUTO 00000KT 10SM CLR 12/12 A3011 RMK AO2,KHZR,2018-10-28T07:17:00Z,30.72,-91.48,12.0,12.0,0,0,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
KSFY 280717Z AUTO 17004KT 7SM -RA OVC070 08/07 A2977 RMK AO2 P0001,KSFY,2018-10-28T07:17:00Z,42.05,-90.12,8.0,7.0,170,4,,7.0,29.769686,,,TRUE,TRUE,,,,,,-RA,OVC,7000,,,,,,,VFR,,,,,,0.01,,,,,,METAR,188.0
PASY 280716Z AUTO 08012KT 7SM -RA FEW017 BKN027 BKN039 OVC110 06/02 A3016 RMK AO2 RAB16 CIG 022V030 SLP217 $,PASY,2018-10-28T07:16:00Z,52.72,174.12,6.0,2.0,80,12,,7.0,30.159449,1021.7,,TRUE,TRUE,TRUE,,,,,-RA,FEW,1700,BKN,2700,BKN,3900,OVC,11000,MVFR,,,,,,,,,,,,METAR,31.0
EGUL 280716Z AUTO 05006KT 9999 -RA SCT028 BKN038 BKN065 05/04 A3010 RMK AO2 RAB16 SLP196 $,EGUL,2018-10-28T07:16:00Z,52.42,0.57,5.0,4.0,50,6,,6.21,30.100393,1019.6,,TRUE,TRUE,TRUE,,,,,-RA,SCT,2800,BKN,3800,BKN,6500,,,VFR,,,,,,,,,,,,METAR,10.0
KHUL 280716Z AUTO 04013KT 1 3/4SM -RA BR BKN010 OVC013 01/01 A2995 RMK AO2 P0001 T00110006,KHUL,2018-10-28T07:16:00Z,46.12,-67.8,1.1,0.6,40,13,,1.75,29.949802,,,TRUE,TRUE,,,,,,-RA BR,BKN,1000,OVC,1300,,,,,IFR,,,,,,0.01,,,,,,METAR,150.0
KSMQ 280716Z AUTO 00000KT 10SM OVC009 08/07 A2967 RMK AO2 CIG 006V012 T00780072,KSMQ,2018-10-28T07:16:00Z,40.62,-74.67,7.8,7.2,0,0,,10.0,29.66929,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,30.0
KMWM 280716Z AUTO 28017G22KT 10SM CLR 07/03 A2980 RMK AO2,KMWM,2018-10-28T07:16:00Z,43.9,-95.1,7.0,3.0,280,17,22,10.0,29.799213,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,430.0
KLGB 280716Z AUTO 34005KT 2 1/2SM BR OVC005 17/16 A3000 RMK AO2 T01670156,KLGB,2018-10-28T07:16:00Z,33.82,-118.15,16.7,15.6,340,5,,2.5,30.0,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,10.0
KCQX 280716Z AUTO 22008G18KT 4SM BR BKN005 BKN010 OVC013 13/13 A2965 RMK AO2 T01280128 $,KCQX,2018-10-28T07:16:00Z,41.68,-70.0,12.8,12.8,220,8,18,4.0,29.648623,,,TRUE,TRUE,TRUE,,,,,BR,BKN,500,BKN,1000,OVC,1300,,,IFR,,,,,,,,,,,,METAR,19.0
CYKZ 280716Z 34003KT 10SM -SN FEW004 OVC012 01/00 A2977 RMK CF1SC7 SLP087,CYKZ,2018-10-28T07:16:00Z,43.87,-79.37,1.0,0.0,340,3,,10.0,29.769686,1008.7,,,,,,,,,-SN,FEW,400,OVC,1200,,,,,MVFR,,,,,,,,,,,,SPECI,198.0
CYUX 280716Z AUTO 34005KT 3/8SM FZFG VV003 M19/M20 A2999 RMK ICG SLP157,CYUX,2018-10-28T07:16:00Z,68.77,-81.25,-19.0,-20.0,340,5,,0.38,29.991142,1015.7,,TRUE,,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,SPECI,8.0
LEAS 280716Z 20003KT 130V240 7000 VCTS -SHRA FEW015 FEW025CB SCT030TCU BKN035 06/05 Q1009 NOSIG,LEAS,2018-10-28T07:16:00Z,43.53,-6.02,6.0,5.0,200,3,,4.35,29.793306,,,,,,TRUE,,,,VCTS -SHRA,FEW,1500,FEW,2500,SCT,3000,BKN,3500,MVFR,,,,,,,,,,,,SPECI,134.0
KTKC 280716Z AUTO 28011G16KT 10SM CLR 07/04 A2982 RMK AO2 T00700040,KTKC,2018-10-28T07:16:00Z,44.25,-95.62,7.0,4.0,280,11,16,10.0,29.819881,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,408.0
KROS 280716Z AUTO 18003KT 4SM RA OVC008 07/06 A2955 RMK AO2 P0001 T00680061,KROS,2018-10-28T07:16:00Z,45.7,-92.95,6.8,6.1,180,3,,4.0,29.551182,,,TRUE,TRUE,,,,,,RA,OVC,800,,,,,,,IFR,,,,,,0.01,,,,,,METAR,281.0
KPNM 280716Z AUTO 27015G18KT 10SM OVC015 08/07 A2958 RMK AO2,KPNM,2018-10-28T07:16:00Z,45.57,-93.6,8.0,7.0,270,15,18,10.0,29.58071,,,TRUE,TRUE,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,SPECI,298.0
KMSV 280716Z AUTO 25004KT 2 1/2SM -RA BR BKN002 OVC010 04/04 A2965 RMK AO2 VIS 2V3 RAB12 P0001,KMSV,2018-10-28T07:16:00Z,41.7,-74.78,4.0,4.0,250,4,,2.5,29.648623,,,TRUE,TRUE,,,,,,-RA BR,BKN,200,OVC,1000,,,,,LIFR,,,,,,0.01,,,,,,SPECI,428.0
KLWA 280716Z AUTO 00000KT 10SM OVC050 06/04 A2985 RMK AO2 T00620043,KLWA,2018-10-28T07:16:00Z,42.35,-86.25,6.2,4.3,0,0,,10.0,29.84941,,,TRUE,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,SPECI,203.0
KJMR 280716Z AUTO 17003KT 4SM RA OVC009 06/06 A2956 RMK AO2,KJMR,2018-10-28T07:16:00Z,45.88,-93.27,6.0,6.0,170,3,,4.0,29.56004,,,TRUE,TRUE,,,,,,RA,OVC,900,,,,,,,IFR,,,,,,,,,,,,SPECI,309.0
KHZL 280716Z AUTO 24003KT 5SM BR OVC003 03/02 A2969 RMK AO2,KHZL,2018-10-28T07:16:00Z,40.98,-76.0,3.0,2.0,240,3,,5.0,29.68996,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,489.0
KGVQ 280716Z AUTO 36005KT 6SM -RA BR OVC005 02/02 A2972 RMK AO2 CIG 003V009 P0000 FZRANO,KGVQ,2018-10-28T07:16:00Z,43.03,-78.17,2.0,2.0,360,5,,6.0,29.719488,,,TRUE,TRUE,,,,TRUE,,-RA BR,OVC,500,,,,,,,IFR,,,,,,0.005,,,,,,SPECI,278.0
KGHW 280716Z AUTO 30019G29KT 10SM BKN015 06/04 A2974 RMK AO2,KGHW,2018-10-28T07:16:00Z,45.63,-95.32,6.0,4.0,300,19,29,10.0,29.740158,,,TRUE,TRUE,,,,,,,BKN,1500,,,,,,,MVFR,,,,,,,,,,,,SPECI,425.0
KDYT 280716Z AUTO 09012KT 4SM DZ OVC039 07/06 A2964 RMK AO2,KDYT,2018-10-28T07:16:00Z,46.72,-92.03,7.0,6.0,90,12,,4.0,29.639763,,,TRUE,TRUE,,,,,,DZ,OVC,3900,,,,,,,MVFR,,,,,,,,,,,,SPECI,186.0
KBLM 280716Z AUTO 24008KT 10SM SCT008 OVC019 08/07 A2970 RMK AO2,KBLM,2018-10-28T07:16:00Z,40.17,-74.12,8.0,7.0,240,8,,10.0,29.698818,,,TRUE,TRUE,,,,,,,SCT,800,OVC,1900,,,,,MVFR,,,,,,,,,,,,SPECI,48.0
